age_group,discipline,rank,player,total_pts,counted,total,top4_detail
U17,BD,20,Christopher Gunawan,11745,4,7,Synergy_NorCal_ORC 3-3(4590) | Bellevue_NW_ORC 4-4(4320) | Dave_Freeman_OLC 2-2(1458) | ABC_OLC 3-3(1377)
U17,BD,21,Gavin Le,11205,4,5,DFW_South_ORC 4-4(4320) | Bellevue_NW_ORC 5-8(3375) | Arena_SoCal_ORC 9-16(2160) | SPBA_Midwest_ORC 17-32(1350)
U17,BD,22,Yifei Zhang,11200,4,10,Junior_Nationals 7-8(3208) | Bellevue_NW_ORC 1-1(2916) | LIBC_NE_ORC 1-1(2916) | Arena_SoCal_ORC 9-16(2160)
U17,BD,23,Zaph J-Din Bayona,11200,4,9,Junior_Nationals 7-8(3208) | Bellevue_NW_ORC 1-1(2916) | LIBC_NE_ORC 1-1(2916) | Arena_SoCal_ORC 9-16(2160)
U17,BD,24,Marzuq Mathani,10800,4,8,Junior_Nationals 9-12(4860) | LIBC_NE_ORC 9-16(2160) | DFW_South_ORC 9-16(2160) | Austin_South_OLC 1-1(1620)
U17,BD,25,Ayaaz Muhammed Baig,10789,4,10,Junior_Nationals 7-8(3208) | Bellevue_NW_ORC 2-2(2624) | LIBC_NE_ORC 2-2(2624) | Synergy_NorCal_ORC 4-4(2333)
U17,BD,26,Cayden Wang,10617,4,6,Junior_Nationals 6-6(3791) | Bellevue_NW_ORC 4-4(2333) | Synergy_NorCal_ORC 4-4(2333) | DFW_South_ORC 9-16(2160)
U17,BD,27,Dwijesh Makireddi,10530,4,7,SPBA_Midwest_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375) | Synergy_NorCal_ORC 9-16(2160) | Junior_Nationals 33-48(1620)
U17,BD,28,Anthony Cheng Xu,10497,4,10,Synergy_NorCal_ORC 1-1(2916) | Junior_Nationals 9-12(2624) | LIBC_NE_ORC 2-2(2624) | Bellevue_NW_ORC 4-4(2333)
U17,BD,29,Anirud Veldanda,10476,3,3,Junior_Nationals 9-12(4860) | SPBA_Midwest_ORC 4-4(4320) | Austin_South_OLC 4-4(1296)
U17,BD,30,Akshith P Arava,10233,4,8,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | Synergy_NorCal_ORC 9-16(2160) | NE_MassBad_OLC 2-2(1458)
U17,BD,31,Isaac Wong,10125,4,5,DFW_South_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | Bellevue_NW_ORC 9-16(2160) | Arena_SoCal_ORC 17-32(1350)
U17,BD,32,Varin Karri,9990,4,6,SPBA_Midwest_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375) | Austin_South_CRC 1-1(1620) | Junior_Nationals 33-48(1620)
U17,GD,1,Kimaya Krishna,22545,4,5,Junior_Nationals 2-2(9720) | LIBC_NE_ORC 2-2(4860) | SPBA_Midwest_ORC 3-3(4590) | Arena_SoCal_ORC 5-8(3375)
U17,GD,2,Clarinda Jin,21600,4,6,Junior_Nationals 7-8(5940) | LIBC_NE_ORC 1-1(5400) | SPBA_Midwest_ORC 1-1(5400) | Bellevue_NW_ORC 2-2(4860)
U17,GD,3,Ishi Reddy,21600,4,6,Junior_Nationals 7-8(5940) | LIBC_NE_ORC 1-1(5400) | SPBA_Midwest_ORC 1-1(5400) | Bellevue_NW_ORC 2-2(4860)
U17,GD,4,Katie Wong,21600,4,6,Junior_Nationals 5-5(8100) | Arena_SoCal_ORC 3-3(4590) | DFW_South_ORC 3-3(4590) | LIBC_NE_ORC 4-4(4320)
U17,GD,5,Jennifer Bangcaya,21465,4,6,Junior_Nationals 4-4(8640) | SPBA_Midwest_ORC 2-2(4860) | Synergy_NorCal_ORC 3-3(4590) | Bellevue_NW_ORC 5-8(3375)
U17,GD,6,Vivian Feng,20250,4,5,Junior_Nationals 3-3(9180) | Arena_SoCal_ORC 4-4(4320) | LIBC_NE_ORC 5-8(3375) | Synergy_NorCal_ORC 5-8(3375)
U17,GD,7,Angela Wang,19980,4,6,Bellevue_NW_ORC 1-1(5400) | Synergy_NorCal_ORC 2-2(4860) | Arena_SoCal_ORC 2-2(4860) | DFW_South_ORC 2-2(4860)
U17,GD,8,Selina Xu,19980,4,5,Bellevue_NW_ORC 1-1(5400) | Junior_Nationals 9-12(4860) | Synergy_NorCal_ORC 2-2(4860) | Arena_SoCal_ORC 2-2(4860)
U17,GD,9,Michelle Yourong Zhang,19035,4,5,Junior_Nationals 3-3(9180) | Arena_SoCal_ORC 4-4(4320) | Synergy_NorCal_ORC 5-8(3375) | DFW_South_ORC 9-16(2160)
U17,GD,10,Selena Wei,17242,4,6,Junior_Nationals 3-3(4957) | Arena_SoCal_ORC 3-3(4590) | Bellevue_NW_ORC 4-4(4320) | SPBA_Midwest_ORC 5-8(3375)
U17,GD,11,Erica Chen Lin,16659,4,7,LIBC_NE_ORC 3-3(4590) | Junior_Nationals 5-5(4374) | Bellevue_NW_ORC 4-4(4320) | Synergy_NorCal_ORC 5-8(3375)
U17,GD,12,Maggie Zang,16200,4,5,LIBC_NE_ORC 2-2(4860) | Synergy_NorCal_ORC 3-3(4590) | Bellevue_NW_ORC 5-8(3375) | Arena_SoCal_ORC 5-8(3375)
U17,GD,13,Adonia Anny Chandran,15255,4,4,LIBC_NE_ORC 4-4(4320) | DFW_South_ORC 4-4(4320) | SPBA_Midwest_ORC 5-8(3375) | Junior_Nationals 17-24(3240)
U17,GD,14,Megha Challa,14310,4,4,Junior_Nationals 7-8(5940) | LIBC_NE_ORC 5-8(3375) | DFW_South_ORC 5-8(3375) | NE_MassBad_OLC 1-1(1620)
U17,GD,15,Aadya Pitani,14175,3,3,Junior_Nationals 4-4(8640) | Arena_SoCal_ORC 5-8(3375) | DFW_South_ORC 9-16(2160)
U17,GD,16,Bernice Xu,13905,4,7,Junior_Nationals 13-16(3780) | Bellevue_NW_ORC 5-8(3375) | SPBA_Midwest_ORC 5-8(3375) | DFW_South_ORC 5-8(3375)
U17,GD,17,Nidhi Sujin,13905,4,7,Junior_Nationals 13-16(3780) | Bellevue_NW_ORC 5-8(3375) | Synergy_NorCal_ORC 5-8(3375) | DFW_South_ORC 5-8(3375)
U17,GD,18,Zi Yang,13263,4,5,Junior_Nationals 2-2(5249) | DFW_South_ORC 5-8(3375) | SPBA_Midwest_ORC 3-3(2479) | LIBC_NE_ORC 9-16(2160)
U17,GD,19,Anya Kuan,12555,4,6,Junior_Nationals 9-12(4860) | Arena_SoCal_ORC 5-8(3375) | Bellevue_NW_ORC 9-16(2160) | SPBA_Midwest_ORC 9-16(2160)
U17,GD,20,Shraddha Prakash,12420,3,3,Arena_SoCal_ORC 1-1(5400) | DFW_South_ORC 1-1(5400) | Austin_South_OLC 1-1(1620)
U17,GD,21,Lexuan Wen,12258,3,3,Arena_SoCal_ORC 1-1(5400) | DFW_South_ORC 1-1(5400) | ABC_OLC 2-2(1458)
U17,GD,22,Jessica Zhang,11534,4,7,LIBC_NE_ORC 5-8(3375) | DFW_South_ORC 5-8(3375) | Junior_Nationals 9-12(2624) | Synergy_NorCal_ORC 9-16(2160)
U17,GD,23,Tatthva Sharma,11475,4,5,Junior_Nationals 13-16(3780) | DFW_South_ORC 5-8(3375) | LIBC_NE_ORC 9-16(2160) | Arena_SoCal_ORC 9-16(2160)
U17,GD,24,Aashi Gupta,10611,3,3,Junior_Nationals 7-8(5940) | DFW_South_ORC 5-8(3375) | Austin_South_CRC 4-4(1296)
U17,GD,25,Emily Min Tang,10517,4,4,Junior_Nationals 5-5(4374) | Bellevue_NW_ORC 9-16(2160) | DFW_South_ORC 9-16(2160) | SPBA_Midwest_ORC 5-8(1823)
U17,GD,26,Jade Hu,10368,4,5,LIBC_NE_ORC 3-3(4590) | Bellevue_NW_ORC 9-16(2160) | Arena_SoCal_ORC 9-16(2160) | Austin_South_OLC 2-2(1458)
U17,GD,27,Aashritha Chintireddy,10260,4,4,Junior_Nationals 13-16(3780) | LIBC_NE_ORC 9-16(2160) | SPBA_Midwest_ORC 9-16(2160) | DFW_South_ORC 9-16(2160)
U17,GD,28,Zihan Pan,10233,4,5,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | SPBA_Midwest_ORC 9-16(2160) | NE_MassBad_OLC 2-2(1458)
U17,GD,29,Kaitlyn Kim,10229,4,8,Arena_SoCal_ORC 5-8(3375) | Junior_Nationals 7-8(3208) | Bellevue_NW_ORC 5-8(1823) | LIBC_NE_ORC 5-8(1823)
U17,GD,30,Renee Liu,10152,4,5,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | SPBA_Midwest_ORC 9-16(2160) | Austin_South_OLC 3-3(1377)
U17,GD,31,Diksha Chandrasekaran,9982,4,7,DFW_South_ORC 5-8(3375) | SPBA_Midwest_ORC 2-2(2624) | Arena_SoCal_ORC 9-16(2160) | Bellevue_NW_ORC 5-8(1823)
U17,GD,32,Elysha Ling,9855,4,4,Arena_SoCal_ORC 5-8(3375) | Bellevue_NW_ORC 9-16(2160) | Junior_Nationals 25-32(2160) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,1,Noah Chien,23760,4,5,Junior_Nationals 5-5(8100) | LIBC_NE_ORC 1-1(5400) | SPBA_Midwest_ORC 1-1(5400) | Synergy_NorCal_ORC 2-2(4860)
U17,XD,2,Vincent Chen,23220,4,5,Junior_Nationals 2-2(9720) | SPBA_Midwest_ORC 2-2(4860) | LIBC_NE_ORC 4-4(4320) | DFW_South_ORC 4-4(4320)
U17,XD,3,Jennifer Bangcaya,21060,4,6,Junior_Nationals 2-2(9720) | SPBA_Midwest_ORC 2-2(4860) | DFW_South_ORC 4-4(4320) | Bellevue_NW_ORC 9-16(2160)
U17,XD,4,Clarinda Jin,20790,4,5,Junior_Nationals 7-8(5940) | LIBC_NE_ORC 1-1(5400) | Synergy_NorCal_ORC 2-2(4860) | SPBA_Midwest_ORC 3-3(4590)
U17,XD,5,Vivian Feng,19710,4,5,Synergy_NorCal_ORC 1-1(5400) | Junior_Nationals 9-12(4860) | LIBC_NE_ORC 2-2(4860) | DFW_South_ORC 3-3(4590)
U17,XD,6,Brendan Chen,18495,4,7,Junior_Nationals 7-8(5940) | LIBC_NE_ORC 3-3(4590) | SPBA_Midwest_ORC 3-3(4590) | Arena_SoCal_ORC 5-8(3375)
U17,XD,7,Selena Wei,18344,4,6,Bellevue_NW_ORC 1-1(5400) | Junior_Nationals 2-2(5249) | Synergy_NorCal_ORC 4-4(4320) | Arena_SoCal_ORC 5-8(3375)
U17,XD,8,Allen Yang,18225,4,6,Synergy_NorCal_ORC 1-1(5400) | Junior_Nationals 9-12(4860) | DFW_South_ORC 3-3(4590) | Bellevue_NW_ORC 5-8(3375)
U17,XD,9,Ishi Reddy,18225,4,5,Junior_Nationals 5-5(8100) | SPBA_Midwest_ORC 1-1(5400) | DFW_South_ORC 5-8(3375) | Bellevue_NW_ORC 17-32(1350)
U17,XD,10,Terence Cai,17415,4,6,Bellevue_NW_ORC 1-1(5400) | SPBA_Midwest_ORC 4-4(4320) | Synergy_NorCal_ORC 4-4(4320) | Arena_SoCal_ORC 5-8(3375)
U17,XD,11,Yifan Liu,16200,4,4,Bellevue_NW_ORC 2-2(4860) | DFW_South_ORC 2-2(4860) | Arena_SoCal_ORC 4-4(4320) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,12,Selina Xu,15390,4,6,Arena_SoCal_ORC 2-2(4860) | Junior_Nationals 13-16(3780) | Bellevue_NW_ORC 5-8(3375) | Synergy_NorCal_ORC 5-8(3375)
U17,XD,13,Hanyi Zhang,15390,4,5,LIBC_NE_ORC 2-2(4860) | Junior_Nationals 13-16(3780) | Bellevue_NW_ORC 5-8(3375) | Synergy_NorCal_ORC 5-8(3375)
U17,XD,14,Angela Wang,15120,4,7,DFW_South_ORC 2-2(4860) | Bellevue_NW_ORC 4-4(4320) | Arena_SoCal_ORC 4-4(4320) | Junior_Nationals 33-48(1620)
U17,XD,15,Maggie Zang,14985,4,7,Bellevue_NW_ORC 2-2(4860) | LIBC_NE_ORC 3-3(4590) | DFW_South_ORC 5-8(3375) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,16,William Geng,14143,4,6,Junior_Nationals 1-1(5832) | Bellevue_NW_ORC 1-1(2916) | SPBA_Midwest_ORC 1-1(2916) | Synergy_NorCal_ORC 3-3(2479)
U17,XD,17,Erica Chen Lin,13532,4,7,Junior_Nationals 1-1(5832) | SPBA_Midwest_ORC 1-1(2916) | LIBC_NE_ORC 2-2(2624) | Arena_SoCal_ORC 9-16(2160)
U17,XD,18,Ethan Wu,13095,4,6,Arena_SoCal_ORC 2-2(4860) | DFW_South_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | SGVBC_SoCal_CRC 1-1(1620)
U17,XD,19,Katie Wong,12015,4,7,LIBC_NE_ORC 4-4(4320) | Arena_SoCal_ORC 5-8(3375) | Junior_Nationals 25-32(2160) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,20,Jessica Zhang,11732,4,9,Junior_Nationals 5-5(4374) | LIBC_NE_ORC 5-8(3375) | DFW_South_ORC 9-16(2160) | SPBA_Midwest_ORC 5-8(1823)
U17,XD,21,Shraddha Prakash,11610,3,3,DFW_South_ORC 1-1(5400) | Synergy_NorCal_ORC 3-3(4590) | Austin_South_OLC 1-1(1620)
U17,XD,22,Christopher Gunawan,11070,4,5,Arena_SoCal_ORC 3-3(4590) | Bellevue_NW_ORC 9-16(2160) | SPBA_Midwest_ORC 9-16(2160) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,23,Bernice Xu,11070,4,6,Arena_SoCal_ORC 3-3(4590) | Bellevue_NW_ORC 9-16(2160) | SPBA_Midwest_ORC 9-16(2160) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,24,Marzuq Mathani,10935,4,6,SPBA_Midwest_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | LIBC_NE_ORC 9-16(2160) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,25,Adonia Anny Chandran,10935,4,5,SPBA_Midwest_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | LIBC_NE_ORC 9-16(2160) | Synergy_NorCal_ORC 9-16(2160)
U17,XD,26,Saatvik Shetty,10935,3,3,Arena_SoCal_ORC 1-1(5400) | Synergy_NorCal_ORC 5-8(3375) | Junior_Nationals 25-32(2160)
U17,XD,27,Gavin Le,10503,4,5,Bellevue_NW_ORC 4-4(4320) | DFW_South_ORC 5-8(3375) | SGVBC_SoCal_CRC 2-2(1458) | Synergy_NorCal_ORC 17-32(1350)
U17,XD,28,Naresh Sriram,10395,4,6,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | SPBA_Midwest_ORC 9-16(2160) | Wayside_NE_CRC 1-1(1620)
U17,XD,29,Zihan Pan,10395,4,6,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | SPBA_Midwest_ORC 9-16(2160) | Wayside_NE_CRC 1-1(1620)
U17,XD,30,Seth Li,10155,4,4,Junior_Nationals 6-6(3791) | LIBC_NE_ORC 5-8(3375) | Bellevue_NW_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166)
U17,XD,31,Emily Min Tang,10155,4,5,Junior_Nationals 6-6(3791) | LIBC_NE_ORC 5-8(3375) | Bellevue_NW_ORC 5-8(1823) | SPBA_Midwest_ORC 9-16(1166)
U17,XD,32,Alex Wen,10125,4,4,DFW_South_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | Synergy_NorCal_ORC 9-16(2160) | Arena_SoCal_ORC 17-32(1350)
U19,BS,1,Evan Liu,43000,4,5,Junior_Nationals 3-3(17000) | Arena_SoCal_ORC 2-2(9000) | DFW_South_ORC 2-2(9000) | LIBC_NE_ORC 4-4(8000)
U19,BS,2,Ansen Liu,32250,4,5,Junior_Nationals 2-2(18000) | SPBA_Midwest_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,BS,3,Suraj Rajesh Kumar,31250,4,5,Bellevue_NW_ORC 3-3(8500) | SPBA_Midwest_ORC 3-3(8500) | Arena_SoCal_ORC 4-4(8000) | DFW_South_ORC 5-8(6250)
U19,BS,4,Darsh Jain,31250,3,3,Junior_Nationals 5-5(15000) | SPBA_Midwest_ORC 1-1(10000) | Arena_SoCal_ORC 5-8(6250)
U19,BS,5,Jaden Ke Hong Chen,30000,2,2,Junior_Nationals 1-1(20000) | Arena_SoCal_ORC 1-1(10000)
U19,BS,6,Napat Srisalaipaisal,29500,4,6,LIBC_NE_ORC 2-2(9000) | Arena_SoCal_ORC 3-3(8500) | Bellevue_NW_ORC 4-4(8000) | SPBA_Midwest_ORC 9-16(4000)
U19,BS,7,Justin Xia,28000,4,4,Junior_Nationals 7-8(11000) | SPBA_Midwest_ORC 2-2(9000) | Synergy_NorCal_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000)
U19,BS,8,Zicheng Xu,25000,2,2,Junior_Nationals 4-4(16000) | Synergy_NorCal_ORC 2-2(9000)
U19,BS,9,Nithesh Haribabu,24205,4,6,Junior_Nationals 3-3(9180) | DFW_South_ORC 5-8(6250) | LIBC_NE_ORC 1-1(5400) | SPBA_Midwest_ORC 5-8(3375)
U19,BS,10,Srinivas Raghav Subash,23250,4,4,DFW_South_ORC 1-1(10000) | Arena_SoCal_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | Austin_South_OLC 1-1(3000)
U19,BS,11,Nihal Kadamba,22750,3,3,Synergy_NorCal_ORC 3-3(8500) | DFW_South_ORC 4-4(8000) | Bellevue_NW_ORC 5-8(6250)
U19,BS,12,Kevin Zhao,21750,4,5,LIBC_NE_ORC 3-3(8500) | DFW_South_ORC 5-8(6250) | SPBA_Midwest_ORC 13-16(4000) | Capital_NE_OLC 1-1(3000)
U19,BS,13,Caden Wang,20750,4,4,Junior_Nationals 9-12(9000) | Synergy_NorCal_ORC 5-8(6250) | CanAm_NorCal_OLC 1-1(3000) | Arena_SoCal_ORC 17-32(2500)
U19,BS,14,Daniel Seungchan Park,20500,4,6,Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 9-16(4000)
U19,BS,15,Alex Anlai Song,19550,4,5,Junior_Nationals 9-12(9000) | Bellevue_NW_ORC 9-16(4000) | DFW_South_ORC 9-16(4000) | Seattle_NW_CRC 3-4(2550)
U19,BS,16,Ethan Ao,19250,4,7,LIBC_NE_ORC 5-8(6250) | Junior_Nationals 17-24(6000) | SPBA_Midwest_ORC 13-16(4000) | Seattle_NW_CRC 1-1(3000)
U19,BS,17,Zhengyue Xiong,19250,2,2,Junior_Nationals 6-6(13000) | SPBA_Midwest_ORC 5-8(6250)
U19,BS,18,Afraz Muhammed Baig,19125,4,4,Junior_Nationals 13-16(7000) | LIBC_NE_ORC 5-8(6250) | SPBA_Midwest_ORC 9-16(4000) | Austin_South_CRC 5-8(1875)
U19,BS,19,Rithik Rasamsetti,18500,2,2,Synergy_NorCal_ORC 1-1(10000) | DFW_South_ORC 3-3(8500)
U19,BS,20,Zhenxiang Deng,18000,4,4,LIBC_NE_ORC 5-8(6250) | DFW_South_ORC 5-8(6250) | NE_MassBad_OLC 1-1(3000) | Arena_SoCal_ORC 17-32(2500)
U19,BS,21,Vaughn Zhao,17750,3,3,Bellevue_NW_ORC 2-2(9000) | Synergy_NorCal_ORC 5-8(6250) | DFW_South_ORC 17-32(2500)
U19,BS,22,Mitchell Purnomo,17750,3,3,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 5-8(6250) | Bellevue_NW_ORC 17-32(2500)
U19,BS,23,Vivek Rai,17660,4,5,Junior_Nationals 9-12(9000) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 17-32(2500) | Synergy_NorCal_ORC 9-16(2160)
U19,BS,24,Kevin Zhang,17420,4,5,Junior_Nationals 2-2(9720) | CanAm_NorCal_OLC 2-2(2700) | Synergy_NorCal_ORC 17-32(2500) | Arena_SoCal_ORC 17-32(2500)
U19,BS,25,Abhi Mandanapu,16225,3,3,Junior_Nationals 5-5(8100) | Arena_SoCal_ORC 5-8(6250) | ABC_OLC 5-8(1875)
U19,BS,26,Yihao Zeng,15875,4,4,Junior_Nationals 17-24(6000) | LIBC_NE_ORC 9-16(4000) | SPBA_Midwest_ORC 9-16(4000) | Capital_NE_OLC 7-8(1875)
U19,BS,27,Mohammad Tahmid Hossain,15450,4,4,LIBC_NE_ORC 5-8(6250) | DFW_South_ORC 9-16(4000) | Egret_Midwest_OLC 2-2(2700) | Arena_SoCal_ORC 17-32(2500)
U19,BS,28,Mihir Thaha,15360,4,6,Junior_Nationals 9-12(4860) | Bellevue_NW_ORC 9-16(4000) | DFW_South_ORC 9-16(4000) | Synergy_NorCal_ORC 17-32(2500)
U19,BS,29,Aagnaey Gulla Pulijal,14990,4,5,Junior_Nationals 7-8(5940) | Synergy_NorCal_ORC 9-16(4000) | CanAm_NorCal_OLC 3-3(2550) | Arena_SoCal_ORC 17-32(2500)
U19,BS,30,Nathan Kankanala,14675,4,4,SPBA_Midwest_ORC 7-8(6250) | Junior_Nationals 25-32(4000) | Peak_Sports_OLC 3-3(2550) | Peak_Sports_OLC2 5-8(1875)
U19,BS,31,William Zeng,14500,4,5,Bellevue_NW_ORC 9-16(4000) | Junior_Nationals 25-32(4000) | SPBA_Midwest_ORC 9-16(4000) | LIBC_NE_ORC 17-32(2500)
U19,BS,32,Justin Kan,14250,3,3,Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000)
U19,GS,1,Charity Lam,48000,4,6,Junior_Nationals 1-1(20000) | SPBA_Midwest_ORC 1-1(10000) | Synergy_NorCal_ORC 2-2(9000) | DFW_South_ORC 2-2(9000)
U19,GS,2,Lydia Chao,44500,4,4,Junior_Nationals 2-2(18000) | LIBC_NE_ORC 2-2(9000) | Arena_SoCal_ORC 2-2(9000) | DFW_South_ORC 3-3(8500)
U19,GS,3,Sophia Wu,44000,4,5,Junior_Nationals 5-5(15000) | Bellevue_NW_ORC 1-1(10000) | LIBC_NE_ORC 1-1(10000) | SPBA_Midwest_ORC 2-2(9000)
U19,GS,4,Suneri Krishna Chinthalapati,38750,4,5,Junior_Nationals 4-4(16000) | Synergy_NorCal_ORC 3-3(8500) | LIBC_NE_ORC 4-4(8000) | Bellevue_NW_ORC 5-8(6250)
U19,GS,5,Anvita Jamsandekar,35750,4,4,Junior_Nationals 3-3(17000) | SPBA_Midwest_ORC 3-3(8500) | Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 9-16(4000)
U19,GS,6,Yuxuan Zeng,35750,4,5,Junior_Nationals 6-6(13000) | Arena_SoCal_ORC 3-3(8500) | DFW_South_ORC 4-4(8000) | LIBC_NE_ORC 5-8(6250)
U19,GS,7,Sydney Li,24500,4,4,Bellevue_NW_ORC 2-2(9000) | Junior_Nationals 9-12(9000) | Synergy_NorCal_ORC 9-16(4000) | Arena_SoCal_ORC 17-32(2500)
U19,GS,8,Coco Cenke Tao,23750,3,3,Junior_Nationals 9-12(9000) | Bellevue_NW_ORC 3-3(8500) | SPBA_Midwest_ORC 5-8(6250)
U19,GS,9,Yalan Zhu,23750,4,4,Junior_Nationals 7-8(11000) | DFW_South_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | Synergy_NorCal_ORC 17-32(2500)
U19,GS,10,Zimeng Zhou,23250,4,6,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 5-5(6250) | Bellevue_NW_ORC 9-16(4000) | Synergy_NorCal_ORC 9-16(4000)
U19,GS,11,Riya Suresh,22000,4,4,Junior_Nationals 9-12(9000) | SPBA_Midwest_ORC 4-4(8000) | Arena_SoCal_ORC 17-32(2500) | DFW_South_ORC 17-32(2500)
U19,GS,12,Adonia Anny Chandran,20500,3,3,LIBC_NE_ORC 3-3(8500) | Synergy_NorCal_ORC 4-4(8000) | DFW_South_ORC 9-16(4000)
U19,GS,13,Meghana Nishant,19740,4,5,Bellevue_NW_ORC 5-8(6250) | Arena_SoCal_ORC 5-8(6250) | DFW_South_ORC 9-16(4000) | Junior_Nationals 17-24(3240)
U19,GS,14,Lydia Ng,19500,3,3,Junior_Nationals 13-16(7000) | Synergy_NorCal_ORC 5-8(6250) | DFW_South_ORC 5-8(6250)
U19,GS,15,Sasha Suman,19110,4,5,Synergy_NorCal_ORC 5-8(6250) | Junior_Nationals 9-12(4860) | LIBC_NE_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000)
U19,GS,16,Callie Chen,19000,4,6,Junior_Nationals 13-16(7000) | Bellevue_NW_ORC 9-16(4000) | SPBA_Midwest_ORC 13-16(4000) | Synergy_NorCal_ORC 9-16(4000)
U19,GS,17,Sophia Jia,18000,2,2,Synergy_NorCal_ORC 1-1(10000) | Arena_SoCal_ORC 4-4(8000)
U19,GS,18,Tanushri Thokala,17250,2,2,Junior_Nationals 7-8(11000) | SPBA_Midwest_ORC 5-8(6250)
U19,GS,19,Jennifer Xu,16750,4,4,LIBC_NE_ORC 5-8(6250) | Bellevue_NW_ORC 9-16(4000) | DFW_South_ORC 9-16(4000) | Arena_SoCal_ORC 17-32(2500)
U19,GS,20,Annie Meng,16250,2,2,Arena_SoCal_ORC 1-1(10000) | Synergy_NorCal_ORC 5-8(6250)
U19,GS,21,Shivali Panda,15750,3,3,Junior_Nationals 13-16(7000) | Bellevue_NW_ORC 5-8(6250) | Synergy_NorCal_ORC 17-32(2500)
U19,GS,22,Adalyn Shum,15700,4,4,LIBC_NE_ORC 5-8(6250) | Junior_Nationals 7-8(5940) | Bellevue_NW_ORC 9-16(2160) | SPBA_Midwest_ORC 17-24(1350)
U19,GS,23,Hannah Cheng,15300,4,4,SPBA_Midwest_ORC 6-6(6250) | LIBC_NE_ORC 9-16(4000) | Wayside_NE_CRC 3-3(2550) | DFW_South_ORC 17-32(2500)
U19,GS,24,Jocelyn (Youran) Zhang,13990,4,6,DFW_South_ORC 9-16(4000) | Bellevue_NW_ORC 5-8(3375) | SPBA_Midwest_ORC 5-8(3375) | Junior_Nationals 17-24(3240)
U19,GS,25,Kamalini Packiyaraj,13405,3,3,LIBC_NE_ORC 5-8(6250) | Junior_Nationals 13-16(3780) | SPBA_Midwest_ORC 5-5(3375)
U19,GS,26,Laila Wang,12750,3,3,DFW_South_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000) | Synergy_NorCal_ORC 17-32(2500)
U19,GS,27,Parnika Pawankumar Thakare,11475,4,7,LIBC_NE_ORC 5-8(3375) | Junior_Nationals 17-24(3240) | Wayside_NE_CRC 2-2(2700) | SPBA_Midwest_ORC 9-16(2160)
U19,GS,28,Xinyan Zeng,10500,2,2,Bellevue_NW_ORC 4-4(8000) | Synergy_NorCal_ORC 17-32(2500)
U19,GS,29,Aadya Pitani,10500,3,3,LIBC_NE_ORC 9-16(4000) | Arena_SoCal_ORC 9-16(4000) | DFW_South_ORC 17-32(2500)
U19,GS,30,Angela Ye,10250,2,2,Synergy_NorCal_ORC 5-8(6250) | Arena_SoCal_ORC 9-16(4000)
U19,GS,31,Kriti Vasireddy,10180,3,3,Synergy_NorCal_ORC 9-16(4000) | Junior_Nationals 13-16(3780) | ABC_OLC 4-4(2400)
U19,GS,32,Zoey Enqi Tan,8750,2,2,Arena_SoCal_ORC 5-8(6250) | Synergy_NorCal_ORC 17-32(2500)
U19,BD,1,Evan Liu,44000,4,5,Junior_Nationals 3-3(17000) | Arena_SoCal_ORC 1-1(10000) | LIBC_NE_ORC 2-2(9000) | DFW_South_ORC 4-4(8000)
